timestamp,symbol,days,closed_trades,wins,losses,breakeven,win_rate,total_profit,account_balance,account_equity,floating_profit,margin,open_positions,magic
2026-06-05T01:43:23,XAUUSD.vx,30,0,0,0,0,0.0,0,999999997.03,999999997.03,0,0.0,0,20260604
